Transaction_ID,Date,Time,DateTime,Month,Quarter,Day_of_Week,Hour,WeekDay,WeekNumber,Is_Weekend,Is_Night_Txn,Sender_UPI,Receiver_UPI,Sender_Bank,Receiver_Bank,Sender_State,Receiver_State,Cross_State_Txn,Amount_INR,Amount_INR_Capped,Amount_Category,Transaction_Type,UPI_App,Device_Type,Is_Fraud,Fraud_Type,Fraud_Flag,Response_Time_Sec,Login_Attempts,New_Device_Used,Odd_Hour_Txn,Risk_Score,Risk_Label,Fraud_Velocity
TXN0000524,2024-10-18,10:16:00,2024-10-18 10:16:00,October,Q4,Friday,10,Friday,42,0,0,arun731@icici,vikram147@upi,Icici,Pnb,Madhya Pradesh,Haryana,1,4309.27,4309.27,Medium (₹2K-10K),Recharge,Mobikwik,Web,0,,LEGITIMATE,39,2,0,0,23.1,Low,0
TXN0004465,2024-10-18,10:20:36,2024-10-18 10:20:36,October,Q4,Friday,10,Friday,42,0,0,anita836@upi,sunita402@axisbank,Icici,Union Bank,Odisha,Haryana,1,28019.98,28019.98,Large (₹10K-50K),Recharge,Google Pay,Web,0,,LEGITIMATE,37,1,0,0,34.2,Medium,0
TXN0004167,2024-10-18,11:40:06,2024-10-18 11:40:06,October,Q4,Friday,11,Friday,42,0,0,ravi987@upi,rajesh42@ybl,Bob,Bob,Punjab,Maharashtra,1,11094.5,11094.5,Large (₹10K-50K),P2P,Bhim,Ios,0,,LEGITIMATE,59,2,0,0,29.6,Medium,0
TXN0002292,2024-10-18,13:24:27,2024-10-18 13:24:27,October,Q4,Friday,13,Friday,42,0,0,anita210@apl,arun540@paytm,Pnb,Yes Bank,Delhi,Kerala,1,1710.38,1710.38,Small (₹500-2K),Investment,Google Pay,Web,0,,LEGITIMATE,33,2,0,0,21.4,Low,0
TXN0004952,2024-10-18,13:46:19,2024-10-18 13:46:19,October,Q4,Friday,13,Friday,42,0,0,dinesh813@axisbank,sunita464@oksbi,Hdfc,Union Bank,Tamil Nadu,Haryana,1,4627.35,4627.35,Medium (₹2K-10K),Emi,Bhim,Web,1,OTP Fraud,FRAUD,2,9,1,0,75.3,Critical,1
TXN0003758,2024-10-18,13:56:25,2024-10-18 13:56:25,October,Q4,Friday,13,Friday,42,0,0,meena164@upi,arun290@apl,Hdfc,Axis,Punjab,Karnataka,1,156.63,156.63,Micro (<₹500),Investment,Google Pay,Android,0,,LEGITIMATE,16,1,0,0,9.9,Low,0
TXN0004171,2024-10-18,14:09:14,2024-10-18 14:09:14,October,Q4,Friday,14,Friday,42,0,0,vikram364@paytm,suresh901@axisbank,Canara,Union Bank,Kerala,Maharashtra,1,6109.55,6109.55,Medium (₹2K-10K),Emi,Whatsapp Pay,Android,0,,LEGITIMATE,25,1,1,0,26.2,Medium,0
TXN0004652,2024-10-18,14:24:24,2024-10-18 14:24:24,October,Q4,Friday,14,Friday,42,0,0,dinesh687@axisbank,neha446@upi,Yes Bank,Hdfc,Delhi,Uttar Pradesh,1,9151.05,9151.05,Medium (₹2K-10K),Investment,Mobikwik,Web,0,,LEGITIMATE,49,1,0,0,9.7,Low,0
TXN0004311,2024-10-18,14:57:55,2024-10-18 14:57:55,October,Q4,Friday,14,Friday,42,0,0,dinesh686@apl,rekha375@okhdfcbank,Sbi,Icici,Punjab,Rajasthan,1,3176.08,3176.08,Medium (₹2K-10K),P2P,Paytm,Web,0,,LEGITIMATE,5,2,1,0,20.2,Low,0
TXN0003634,2024-10-18,15:29:02,2024-10-18 15:29:02,October,Q4,Friday,15,Friday,42,0,0,neha198@apl,sunita672@icici,Axis,Bob,Rajasthan,Delhi,1,10916.38,10916.38,Large (₹10K-50K),Investment,Phonepe,Web,0,,LEGITIMATE,55,2,0,0,15.1,Low,0
TXN0002715,2024-10-18,15:39:56,2024-10-18 15:39:56,October,Q4,Friday,15,Friday,42,0,0,deepa216@upi,meena535@ybl,Yes Bank,Sbi,West Bengal,Uttar Pradesh,1,21585.77,21585.77,Large (₹10K-50K),Emi,Amazon Pay,Android,0,,LEGITIMATE,12,1,1,0,24.8,Low,0
TXN0002204,2024-10-18,16:29:39,2024-10-18 16:29:39,October,Q4,Friday,16,Friday,42,0,0,dinesh156@icici,ashok361@okhdfcbank,Union Bank,Kotak,Rajasthan,Bihar,1,7381.36,7381.36,Medium (₹2K-10K),P2M,Paytm,Ios,0,,LEGITIMATE,9,2,0,0,30.8,Medium,0
TXN0002768,2024-10-18,17:13:44,2024-10-18 17:13:44,October,Q4,Friday,17,Friday,42,0,0,priya468@ybl,arun470@okhdfcbank,Icici,Sbi,Rajasthan,Telangana,1,13126.52,13126.52,Large (₹10K-50K),P2P,Bhim,Web,0,,LEGITIMATE,41,2,1,0,32.3,Medium,0
TXN0004348,2024-10-18,17:15:13,2024-10-18 17:15:13,October,Q4,Friday,17,Friday,42,0,0,anita610@ybl,priya584@paytm,Union Bank,Union Bank,Rajasthan,Odisha,1,847.29,847.29,Small (₹500-2K),P2P,Phonepe,Web,0,,LEGITIMATE,60,2,0,0,39.8,Medium,0
TXN0000700,2024-10-18,18:13:13,2024-10-18 18:13:13,October,Q4,Friday,18,Friday,42,0,0,sunita585@ybl,neha886@icici,Union Bank,Canara,Tamil Nadu,Uttar Pradesh,1,4777.82,4777.82,Medium (₹2K-10K),Bill Payment,Phonepe,Web,0,,LEGITIMATE,29,1,0,0,30.9,Medium,0
TXN0002275,2024-10-18,18:27:32,2024-10-18 18:27:32,October,Q4,Friday,18,Friday,42,0,0,pooja802@oksbi,ravi158@paytm,Canara,Hdfc,Madhya Pradesh,Odisha,1,36618.28,36618.28,Large (₹10K-50K),P2P,Paytm,Android,0,,LEGITIMATE,54,1,0,0,30.5,Medium,0
TXN0000059,2024-10-19,04:37:24,2024-10-19 04:37:24,October,Q4,Saturday,4,Saturday,42,1,1,anita111@axisbank,meena26@paytm,Bob,Union Bank,Rajasthan,Delhi,1,7566.46,7566.46,Medium (₹2K-10K),P2M,Google Pay,Ios,1,OTP Fraud,FRAUD,3,4,1,1,96.5,Critical,1
TXN0000361,2024-10-19,07:04:23,2024-10-19 07:04:23,October,Q4,Saturday,7,Saturday,42,1,0,anita464@apl,arun540@okhdfcbank,Axis,Axis,Rajasthan,Rajasthan,0,16947.55,16947.55,Large (₹10K-50K),Emi,Amazon Pay,Ios,0,,LEGITIMATE,48,2,0,0,19.3,Low,0
TXN0003467,2024-10-19,08:24:53,2024-10-19 08:24:53,October,Q4,Saturday,8,Saturday,42,1,0,deepa96@oksbi,meena105@axisbank,Sbi,Icici,Punjab,Gujarat,1,47697.87,47697.87,Large (₹10K-50K),Bill Payment,Whatsapp Pay,Ios,0,,LEGITIMATE,9,1,1,0,35.7,Medium,0
TXN0004744,2024-10-19,09:55:14,2024-10-19 09:55:14,October,Q4,Saturday,9,Saturday,42,1,0,rajesh427@axisbank,sunita736@icici,Axis,Axis,Telangana,Kerala,1,2536.52,2536.52,Medium (₹2K-10K),P2M,Phonepe,Web,0,,LEGITIMATE,25,1,0,0,24.2,Low,0
TXN0004927,2024-10-19,10:13:55,2024-10-19 10:13:55,October,Q4,Saturday,10,Saturday,42,1,0,meena728@apl,ashok642@ybl,Icici,Icici,Rajasthan,Telangana,1,26028.79,26028.79,Large (₹10K-50K),Investment,Mobikwik,Android,0,,LEGITIMATE,32,1,0,0,14.8,Low,0
TXN0003908,2024-10-19,14:03:05,2024-10-19 14:03:05,October,Q4,Saturday,14,Saturday,42,1,0,sunita387@icici,arun954@oksbi,Union Bank,Union Bank,Odisha,West Bengal,1,9788.11,9788.11,Medium (₹2K-10K),P2P,Mobikwik,Android,1,SIM Swap,FRAUD,4,6,1,0,72.5,High,1
TXN0000072,2024-10-19,14:13:48,2024-10-19 14:13:48,October,Q4,Saturday,14,Saturday,42,1,0,arun117@paytm,rekha114@ybl,Sbi,Hdfc,Gujarat,West Bengal,1,5174.45,5174.45,Medium (₹2K-10K),Emi,Bhim,Web,0,,LEGITIMATE,36,2,0,0,27.5,Medium,0
TXN0000708,2024-10-19,14:36:17,2024-10-19 14:36:17,October,Q4,Saturday,14,Saturday,42,1,0,nisha37@icici,vikram535@ybl,Kotak,Pnb,Gujarat,Haryana,1,17147.48,17147.48,Large (₹10K-50K),P2M,Paytm,Ios,0,,LEGITIMATE,55,2,1,0,2.0,Low,0
TXN0002036,2024-10-19,19:49:47,2024-10-19 19:49:47,October,Q4,Saturday,19,Saturday,42,1,0,ashok192@okhdfcbank,anita123@oksbi,Canara,Axis,Haryana,Madhya Pradesh,1,821.06,821.06,Small (₹500-2K),P2M,Whatsapp Pay,Android,0,,LEGITIMATE,33,1,1,0,1.5,Low,0
TXN0001912,2024-10-19,20:33:13,2024-10-19 20:33:13,October,Q4,Saturday,20,Saturday,42,1,0,deepa698@ybl,sanjay544@ybl,Pnb,Hdfc,Odisha,Maharashtra,1,21111.81,21111.81,Large (₹10K-50K),Recharge,Paytm,Ios,0,,LEGITIMATE,7,2,0,0,21.0,Low,0
TXN0001187,2024-10-19,21:07:29,2024-10-19 21:07:29,October,Q4,Saturday,21,Saturday,42,1,0,suresh910@axisbank,rajesh658@upi,Hdfc,Axis,Bihar,Bihar,0,58081.52,58081.52,High (₹50K-2L),Bill Payment,Amazon Pay,Ios,0,,LEGITIMATE,52,2,0,0,32.4,Medium,0
TXN0003884,2024-10-19,21:40:03,2024-10-19 21:40:03,October,Q4,Saturday,21,Saturday,42,1,0,manish830@apl,vikram388@apl,Kotak,Bob,Haryana,Rajasthan,1,26070.11,26070.11,Large (₹10K-50K),P2P,Paytm,Android,0,,LEGITIMATE,15,1,1,0,18.7,Low,0
TXN0001900,2024-10-20,03:44:58,2024-10-20 03:44:58,October,Q4,Sunday,3,Sunday,42,1,1,ravi876@upi,suresh279@apl,Pnb,Yes Bank,West Bengal,Tamil Nadu,1,5250.54,5250.54,Medium (₹2K-10K),Emi,Amazon Pay,Ios,1,Vishing,FRAUD,4,10,0,1,71.5,High,1
TXN0004223,2024-10-20,06:04:39,2024-10-20 06:04:39,October,Q4,Sunday,6,Sunday,42,1,0,pooja944@paytm,deepa589@okhdfcbank,Bob,Sbi,Gujarat,Madhya Pradesh,1,21078.04,21078.04,Large (₹10K-50K),Investment,Phonepe,Web,0,,LEGITIMATE,25,1,0,0,28.6,Medium,0
TXN0004793,2024-10-20,06:44:35,2024-10-20 06:44:35,October,Q4,Sunday,6,Sunday,42,1,0,arun914@apl,rekha554@axisbank,Kotak,Yes Bank,Tamil Nadu,West Bengal,1,1092.48,1092.48,Small (₹500-2K),Bill Payment,Mobikwik,Ios,0,,LEGITIMATE,55,2,1,0,21.0,Low,0
TXN0003194,2024-10-20,07:32:11,2024-10-20 07:32:11,October,Q4,Sunday,7,Sunday,42,1,0,rajesh742@apl,arun875@oksbi,Axis,Sbi,Rajasthan,Madhya Pradesh,1,6370.67,6370.67,Medium (₹2K-10K),Investment,Amazon Pay,Ios,0,,LEGITIMATE,13,1,1,0,24.2,Low,0
TXN0003382,2024-10-20,07:57:18,2024-10-20 07:57:18,October,Q4,Sunday,7,Sunday,42,1,0,neha100@oksbi,pooja504@icici,Axis,Yes Bank,Karnataka,Madhya Pradesh,1,3425.85,3425.85,Medium (₹2K-10K),P2P,Mobikwik,Web,0,,LEGITIMATE,13,1,0,0,36.2,Medium,0
TXN0000796,2024-10-20,08:36:16,2024-10-20 08:36:16,October,Q4,Sunday,8,Sunday,42,1,0,manish462@paytm,meena380@apl,Hdfc,Canara,Maharashtra,Haryana,1,5456.32,5456.32,Medium (₹2K-10K),Recharge,Google Pay,Web,1,Social Engineering,FRAUD,3,8,0,0,78.7,Critical,1
TXN0001500,2024-10-20,09:26:29,2024-10-20 09:26:29,October,Q4,Sunday,9,Sunday,42,1,0,ravi254@apl,suresh395@okhdfcbank,Axis,Canara,Haryana,Maharashtra,1,15296.79,15296.79,Large (₹10K-50K),Investment,Phonepe,Ios,0,,LEGITIMATE,35,1,1,0,39.9,Medium,0
TXN0003315,2024-10-20,10:01:02,2024-10-20 10:01:02,October,Q4,Sunday,10,Sunday,42,1,0,deepa334@ybl,dinesh244@okhdfcbank,Yes Bank,Union Bank,Delhi,Telangana,1,1511.23,1511.23,Small (₹500-2K),Emi,Mobikwik,Android,0,,LEGITIMATE,28,1,0,0,17.5,Low,0
TXN0000010,2024-10-20,13:14:04,2024-10-20 13:14:04,October,Q4,Sunday,13,Sunday,42,1,0,manish22@axisbank,ashok226@oksbi,Axis,Kotak,Uttar Pradesh,Punjab,1,18285.07,18285.07,Large (₹10K-50K),Investment,Paytm,Web,0,,LEGITIMATE,33,2,0,0,3.8,Low,0
TXN0000160,2024-10-20,13:33:43,2024-10-20 13:33:43,October,Q4,Sunday,13,Sunday,42,1,0,sanjay10@oksbi,manish837@okhdfcbank,Bob,Hdfc,Haryana,Delhi,1,100000.0,100000.0,High (₹50K-2L),P2M,Phonepe,Android,0,,LEGITIMATE,35,1,0,0,39.5,Medium,0
TXN0004477,2024-10-20,16:45:31,2024-10-20 16:45:31,October,Q4,Sunday,16,Sunday,42,1,0,pooja833@icici,rajesh548@axisbank,Union Bank,Axis,Punjab,Kerala,1,15852.63,15852.63,Large (₹10K-50K),P2P,Whatsapp Pay,Android,0,,LEGITIMATE,52,1,0,0,28.4,Medium,0
TXN0003094,2024-10-20,18:09:01,2024-10-20 18:09:01,October,Q4,Sunday,18,Sunday,42,1,0,ashok77@upi,rajesh974@ybl,Icici,Hdfc,Madhya Pradesh,Tamil Nadu,1,5701.57,5701.57,Medium (₹2K-10K),Recharge,Bhim,Web,0,,LEGITIMATE,59,1,1,0,23.8,Low,0
TXN0001802,2024-10-20,19:25:55,2024-10-20 19:25:55,October,Q4,Sunday,19,Sunday,42,1,0,sanjay24@oksbi,anita609@ybl,Sbi,Axis,Madhya Pradesh,Bihar,1,29542.65,29542.65,Large (₹10K-50K),Recharge,Amazon Pay,Web,0,,LEGITIMATE,29,1,0,0,16.7,Low,0
TXN0002753,2024-10-20,19:34:42,2024-10-20 19:34:42,October,Q4,Sunday,19,Sunday,42,1,0,vikram379@axisbank,neha43@okhdfcbank,Canara,Sbi,Tamil Nadu,Delhi,1,1035.34,1035.34,Small (₹500-2K),Recharge,Mobikwik,Web,0,,LEGITIMATE,35,1,0,0,36.1,Medium,0
TXN0004807,2024-10-20,19:59:15,2024-10-20 19:59:15,October,Q4,Sunday,19,Sunday,42,1,0,deepa826@okhdfcbank,neha291@oksbi,Union Bank,Canara,Rajasthan,Punjab,1,50846.8,50846.8,High (₹50K-2L),P2P,Amazon Pay,Web,0,,LEGITIMATE,30,1,0,0,13.5,Low,0
TXN0002173,2024-10-20,20:01:26,2024-10-20 20:01:26,October,Q4,Sunday,20,Sunday,42,1,0,dinesh109@paytm,pooja420@oksbi,Bob,Sbi,Odisha,Delhi,1,2998.37,2998.37,Medium (₹2K-10K),P2M,Mobikwik,Web,0,,LEGITIMATE,23,1,0,0,28.5,Medium,0
TXN0003851,2024-10-20,20:23:23,2024-10-20 20:23:23,October,Q4,Sunday,20,Sunday,42,1,0,rajesh300@axisbank,manish461@okhdfcbank,Canara,Pnb,Karnataka,Bihar,1,16974.71,16974.71,Large (₹10K-50K),P2P,Google Pay,Ios,0,,LEGITIMATE,49,1,0,0,12.3,Low,0
TXN0004487,2024-10-20,20:39:33,2024-10-20 20:39:33,October,Q4,Sunday,20,Sunday,42,1,0,kavitha648@upi,manish818@oksbi,Axis,Kotak,Tamil Nadu,Punjab,1,4065.75,4065.75,Medium (₹2K-10K),P2M,Bhim,Ios,0,,LEGITIMATE,45,2,0,0,9.5,Low,0
TXN0003228,2024-10-20,21:07:47,2024-10-20 21:07:47,October,Q4,Sunday,21,Sunday,42,1,0,vikram45@axisbank,kavitha999@paytm,Bob,Icici,Rajasthan,Tamil Nadu,1,10061.94,10061.94,Large (₹10K-50K),Investment,Bhim,Ios,0,,LEGITIMATE,58,1,0,0,27.9,Medium,0
TXN0000192,2024-10-20,21:36:56,2024-10-20 21:36:56,October,Q4,Sunday,21,Sunday,42,1,0,pooja488@ybl,amit405@oksbi,Axis,Union Bank,Maharashtra,Bihar,1,1459.06,1459.06,Small (₹500-2K),Emi,Mobikwik,Ios,0,,LEGITIMATE,38,2,1,0,20.6,Low,0
TXN0001360,2024-10-20,22:51:17,2024-10-20 22:51:17,October,Q4,Sunday,22,Sunday,42,1,0,sunita585@upi,neha251@axisbank,Icici,Yes Bank,Rajasthan,Madhya Pradesh,1,577.55,577.55,Small (₹500-2K),Investment,Amazon Pay,Web,0,,LEGITIMATE,60,2,1,0,7.6,Low,0
TXN0002002,2024-10-21,06:34:32,2024-10-21 06:34:32,October,Q4,Monday,6,Monday,43,0,0,dinesh166@axisbank,priya837@upi,Axis,Hdfc,Delhi,Gujarat,1,1915.56,1915.56,Small (₹500-2K),Recharge,Mobikwik,Web,0,,LEGITIMATE,18,1,0,0,29.5,Medium,0
TXN0004367,2024-10-21,08:23:09,2024-10-21 08:23:09,October,Q4,Monday,8,Monday,43,0,0,meena283@icici,amit145@okhdfcbank,Axis,Sbi,Maharashtra,Punjab,1,2674.34,2674.34,Medium (₹2K-10K),Bill Payment,Bhim,Web,0,,LEGITIMATE,45,1,0,0,10.6,Low,0
TXN0000806,2024-10-21,11:37:08,2024-10-21 11:37:08,October,Q4,Monday,11,Monday,43,0,0,manish980@oksbi,sunita54@paytm,Hdfc,Kotak,West Bengal,Gujarat,1,32843.03,32843.03,Large (₹10K-50K),Bill Payment,Whatsapp Pay,Android,0,,LEGITIMATE,43,2,0,0,22.6,Low,0
TXN0000195,2024-10-21,14:24:41,2024-10-21 14:24:41,October,Q4,Monday,14,Monday,43,0,0,meena586@apl,priya177@ybl,Hdfc,Yes Bank,Madhya Pradesh,Delhi,1,41133.45,41133.45,Large (₹10K-50K),P2P,Mobikwik,Ios,0,,LEGITIMATE,39,2,0,0,16.7,Low,0
TXN0001694,2024-10-21,15:05:51,2024-10-21 15:05:51,October,Q4,Monday,15,Monday,43,0,0,anita343@upi,sanjay287@axisbank,Sbi,Sbi,Gujarat,Kerala,1,55881.38,55881.38,High (₹50K-2L),Recharge,Phonepe,Android,0,,LEGITIMATE,10,2,0,0,10.1,Low,0
TXN0001869,2024-10-21,15:38:33,2024-10-21 15:38:33,October,Q4,Monday,15,Monday,43,0,0,vikram277@upi,deepa609@upi,Bob,Icici,Madhya Pradesh,Haryana,1,3896.0,3896.0,Medium (₹2K-10K),Recharge,Bhim,Web,0,,LEGITIMATE,32,1,0,0,19.8,Low,0
TXN0000293,2024-10-21,16:44:51,2024-10-21 16:44:51,October,Q4,Monday,16,Monday,43,0,0,sunita313@apl,meena24@paytm,Hdfc,Hdfc,Haryana,Maharashtra,1,33648.19,33648.19,Large (₹10K-50K),Investment,Amazon Pay,Android,0,,LEGITIMATE,14,2,0,0,9.2,Low,0
TXN0003707,2024-10-21,16:50:43,2024-10-21 16:50:43,October,Q4,Monday,16,Monday,43,0,0,vikram733@upi,suresh794@upi,Bob,Icici,Gujarat,Maharashtra,1,10328.61,10328.61,Large (₹10K-50K),P2M,Whatsapp Pay,Web,0,,LEGITIMATE,17,1,1,0,19.8,Low,0
TXN0000077,2024-10-21,16:55:40,2024-10-21 16:55:40,October,Q4,Monday,16,Monday,43,0,0,manish155@apl,amit481@apl,Hdfc,Icici,Madhya Pradesh,Punjab,1,74372.47,74372.47,High (₹50K-2L),Investment,Bhim,Ios,0,,LEGITIMATE,53,2,1,0,25.6,Medium,0
TXN0001990,2024-10-21,18:01:19,2024-10-21 18:01:19,October,Q4,Monday,18,Monday,43,0,0,vikram634@axisbank,ashok770@apl,Icici,Axis,Telangana,Uttar Pradesh,1,19591.09,19591.09,Large (₹10K-50K),Bill Payment,Mobikwik,Ios,0,,LEGITIMATE,7,2,0,0,26.0,Medium,0
TXN0001696,2024-10-21,18:22:13,2024-10-21 18:22:13,October,Q4,Monday,18,Monday,43,0,0,dinesh735@okhdfcbank,nisha490@apl,Kotak,Yes Bank,Haryana,Madhya Pradesh,1,32168.12,32168.12,Large (₹10K-50K),P2P,Amazon Pay,Web,0,,LEGITIMATE,16,2,1,0,10.2,Low,0
TXN0002712,2024-10-21,18:25:44,2024-10-21 18:25:44,October,Q4,Monday,18,Monday,43,0,0,dinesh659@apl,rekha9@paytm,Sbi,Union Bank,Uttar Pradesh,Tamil Nadu,1,828.14,828.14,Small (₹500-2K),Recharge,Phonepe,Android,0,,LEGITIMATE,57,2,0,0,14.8,Low,0
TXN0000322,2024-10-21,20:06:29,2024-10-21 20:06:29,October,Q4,Monday,20,Monday,43,0,0,kavitha701@apl,meena238@axisbank,Union Bank,Hdfc,Odisha,Madhya Pradesh,1,74089.89,74089.89,High (₹50K-2L),Investment,Amazon Pay,Ios,0,,LEGITIMATE,13,1,1,0,6.6,Low,0
TXN0004813,2024-10-22,01:04:48,2024-10-22 01:04:48,October,Q4,Tuesday,1,Tuesday,43,0,1,sunita872@upi,vikram849@icici,Sbi,Bob,West Bengal,Kerala,1,8361.67,8361.67,Medium (₹2K-10K),Investment,Bhim,Ios,1,Vishing,FRAUD,1,4,1,1,95.2,Critical,1
TXN0004797,2024-10-22,02:19:29,2024-10-22 02:19:29,October,Q4,Tuesday,2,Tuesday,43,0,1,neha310@icici,kavitha230@oksbi,Icici,Kotak,Odisha,Gujarat,1,3098.69,3098.69,Medium (₹2K-10K),Recharge,Google Pay,Ios,1,SIM Swap,FRAUD,1,3,1,1,80.2,Critical,1
TXN0002137,2024-10-22,07:09:03,2024-10-22 07:09:03,October,Q4,Tuesday,7,Tuesday,43,0,0,pooja681@paytm,suresh39@apl,Pnb,Icici,Tamil Nadu,Madhya Pradesh,1,49906.97,49906.97,Large (₹10K-50K),Recharge,Bhim,Web,0,,LEGITIMATE,36,2,1,0,1.0,Low,0
TXN0000584,2024-10-22,08:46:44,2024-10-22 08:46:44,October,Q4,Tuesday,8,Tuesday,43,0,0,vikram275@ybl,meena205@okhdfcbank,Axis,Pnb,Delhi,Odisha,1,10676.76,10676.76,Large (₹10K-50K),P2M,Google Pay,Android,0,,LEGITIMATE,25,1,0,0,14.6,Low,0
TXN0003055,2024-10-22,09:20:07,2024-10-22 09:20:07,October,Q4,Tuesday,9,Tuesday,43,0,0,kavitha764@okhdfcbank,kavitha3@paytm,Yes Bank,Union Bank,Delhi,Telangana,1,71424.15,71424.15,High (₹50K-2L),P2P,Whatsapp Pay,Android,0,,LEGITIMATE,22,1,1,0,31.7,Medium,0
TXN0002868,2024-10-22,10:00:36,2024-10-22 10:00:36,October,Q4,Tuesday,10,Tuesday,43,0,0,priya68@okhdfcbank,meena684@ybl,Yes Bank,Pnb,Karnataka,Karnataka,0,4008.96,4008.96,Medium (₹2K-10K),Investment,Whatsapp Pay,Web,0,,LEGITIMATE,35,2,0,0,30.4,Medium,0
TXN0001310,2024-10-22,12:33:30,2024-10-22 12:33:30,October,Q4,Tuesday,12,Tuesday,43,0,0,ravi216@apl,priya195@ybl,Icici,Sbi,Karnataka,Haryana,1,12380.4,12380.4,Large (₹10K-50K),Investment,Mobikwik,Ios,0,,LEGITIMATE,44,1,1,0,29.5,Medium,0
TXN0000032,2024-10-22,13:41:04,2024-10-22 13:41:04,October,Q4,Tuesday,13,Tuesday,43,0,0,priya773@oksbi,pooja205@oksbi,Kotak,Bob,Gujarat,Bihar,1,3639.23,3639.23,Medium (₹2K-10K),Recharge,Bhim,Android,0,,LEGITIMATE,6,1,0,0,25.2,Medium,0
TXN0002439,2024-10-22,14:05:32,2024-10-22 14:05:32,October,Q4,Tuesday,14,Tuesday,43,0,0,rajesh368@okhdfcbank,kavitha105@icici,Sbi,Pnb,Delhi,Tamil Nadu,1,1763.36,1763.36,Small (₹500-2K),Bill Payment,Whatsapp Pay,Web,0,,LEGITIMATE,49,1,1,0,1.9,Low,0
TXN0000503,2024-10-22,16:20:52,2024-10-22 16:20:52,October,Q4,Tuesday,16,Tuesday,43,0,0,pooja964@paytm,dinesh388@oksbi,Canara,Canara,Madhya Pradesh,Rajasthan,1,2229.16,2229.16,Medium (₹2K-10K),Bill Payment,Bhim,Web,0,,LEGITIMATE,26,2,1,0,39.0,Medium,0
TXN0002138,2024-10-22,16:30:56,2024-10-22 16:30:56,October,Q4,Tuesday,16,Tuesday,43,0,0,manish227@paytm,amit725@axisbank,Pnb,Yes Bank,Haryana,Delhi,1,11990.57,11990.57,Large (₹10K-50K),P2P,Paytm,Android,0,,LEGITIMATE,14,2,1,0,27.4,Medium,0
TXN0000663,2024-10-22,16:44:36,2024-10-22 16:44:36,October,Q4,Tuesday,16,Tuesday,43,0,0,nisha417@oksbi,suresh707@axisbank,Sbi,Canara,Gujarat,Uttar Pradesh,1,4327.67,4327.67,Medium (₹2K-10K),P2M,Whatsapp Pay,Ios,0,,LEGITIMATE,26,1,0,0,30.4,Medium,0
TXN0000835,2024-10-22,17:14:52,2024-10-22 17:14:52,October,Q4,Tuesday,17,Tuesday,43,0,0,suresh417@oksbi,rekha44@paytm,Canara,Union Bank,Delhi,Kerala,1,1737.54,1737.54,Small (₹500-2K),P2P,Phonepe,Android,0,,LEGITIMATE,45,2,1,0,31.4,Medium,0
TXN0004493,2024-10-22,19:52:28,2024-10-22 19:52:28,October,Q4,Tuesday,19,Tuesday,43,0,0,sunita270@axisbank,rekha284@axisbank,Hdfc,Axis,West Bengal,Bihar,1,19553.19,19553.19,Large (₹10K-50K),Recharge,Bhim,Ios,0,,LEGITIMATE,56,2,1,0,33.9,Medium,0
TXN0002861,2024-10-22,19:59:18,2024-10-22 19:59:18,October,Q4,Tuesday,19,Tuesday,43,0,0,arun363@upi,kavitha510@upi,Bob,Axis,Madhya Pradesh,West Bengal,1,2232.22,2232.22,Medium (₹2K-10K),Recharge,Whatsapp Pay,Web,0,,LEGITIMATE,57,1,0,0,17.3,Low,0
TXN0003778,2024-10-22,20:20:14,2024-10-22 20:20:14,October,Q4,Tuesday,20,Tuesday,43,0,0,arun420@upi,deepa530@okhdfcbank,Kotak,Yes Bank,Karnataka,Telangana,1,26654.88,26654.88,Large (₹10K-50K),Bill Payment,Bhim,Ios,0,,LEGITIMATE,34,2,0,0,13.2,Low,0
TXN0000977,2024-10-22,22:15:08,2024-10-22 22:15:08,October,Q4,Tuesday,22,Tuesday,43,0,0,vikram29@okhdfcbank,vikram813@paytm,Canara,Hdfc,Tamil Nadu,West Bengal,1,51561.49,51561.49,High (₹50K-2L),Emi,Mobikwik,Web,0,,LEGITIMATE,25,1,1,0,16.5,Low,0
TXN0002603,2024-10-23,06:03:37,2024-10-23 06:03:37,October,Q4,Wednesday,6,Wednesday,43,0,0,neha799@axisbank,sunita589@paytm,Kotak,Kotak,Odisha,Bihar,1,3829.18,3829.18,Medium (₹2K-10K),Emi,Amazon Pay,Android,0,,LEGITIMATE,6,2,0,0,37.4,Medium,0
TXN0001956,2024-10-23,07:00:36,2024-10-23 07:00:36,October,Q4,Wednesday,7,Wednesday,43,0,0,deepa922@ybl,sunita416@ybl,Sbi,Pnb,West Bengal,Haryana,1,18135.67,18135.67,Large (₹10K-50K),P2M,Whatsapp Pay,Ios,0,,LEGITIMATE,24,1,0,0,10.1,Low,0
TXN0003291,2024-10-23,08:05:50,2024-10-23 08:05:50,October,Q4,Wednesday,8,Wednesday,43,0,0,rajesh24@oksbi,meena871@apl,Canara,Axis,Uttar Pradesh,Madhya Pradesh,1,15790.45,15790.45,Large (₹10K-50K),Recharge,Paytm,Android,0,,LEGITIMATE,20,1,1,0,22.1,Low,0
